_class,id,headline,title,url,avg_rating
course,5487938,Developing your skills and confidence when engaging in challenging conversations,Learn to Successfully Deal with Difficult Conversations,/course/learn-to-successfully-deal-with-difficult-conversations/,4.8
course,669952,Understand the main concepts of Project Management and PMP to be a successful Project Manager.,Introduction to Project Management Professional (PMP) Exam,/course/project-management-professional-pmp-intro/,4.304348
course,4775652,"Improve your eyesight, get a better perspective on life and see your life with a renewed vision.",Eyesight empowerment,/course/eyesight-empowerment/,5.0
course,5353540,"The ""Everyone's"" guide on making A.I. Images for free, copy prompts & use, tip to create 2k images per month and more!",Free AI Art Generation Guide: Create AI Images For Free,/course/free-ai-art-generation-guide-create-ai-images-for-free/,3.76
course,706942,"A Journey Of A 1000 Miles Begins With A Single Step- Make Money Trading Forex, Learn The Basics To Get You Started",Forex Trading For Beginners,/course/forex-trading-for-beginners-q/,4.1603775
course,5416104,"A Complete Copywriting System For Anyone Who Wants More Sales In Less Time, With Less Confusion",The Simple 3-Step System To Write Copy That Sells,/course/the-simple-3-step-system-to-write-copy-that-sells/,4.625
course,1953380,Accentuation of proper detail,Foundation for Digitally Sketching a Face,/course/foundation-for-digitally-sketching-a-face/,4.55
course,3790756,Complete with all Downloadable Project Management Tools & Processes,Project Management: Manage Projects like a Professional,/course/project-management-manage-projects-like-a-professional/,4.25
course,500730,"Create professional-level, 3D character animations in record time for a variety of applications.",Getting started in 3D Animation,/course/learn-3d-animation-in-just-2-weeks/,4.4
course,5236452,Free Google Ads Course - Expert Guidance to Master the Platform and Become a Specialist in 2023,Free Google Ads Course - Become a Google Ads Specialist 2023,/course/free-google-ads-course-become-a-google-ads-specialist-2023/,4.4125
course,5279008,Learn Fundamentals Required to Excel in Civil Engineering & Structural Engineering Field in Building Construction,Structural Engineering Basics in Civil Engineering,/course/structural-engineering-basics-in-civil-engineering/,4.35
course,2281182,You will learn the overview of SAP Cloud Platform Integration (CPI) and its components,SAP CPI: Overview of SAP Cloud Platform Integration,/course/overview-of-sap-cloud-platform-integration-cpi/,4.373134
course,467258,Questions can flip your life around real easy? Empower your life NOW by always asking the right questions.,The Power Of Questions,/course/the-power-of-questions/,4.45
course,5437796,Everything you need to start a gentle daily yoga practice,Daily Yoga Essentials,/course/daily-yoga-essentials/,0.0
course,5425794,"Discover your niche, establish your art business, identify suitable marketplaces for selling your art and more.",How to Sell Your Art On Line Being An Unknown Artist,/course/how-to-sell-your-art-on-line-being-an-unknown-artist/,5.0
course,3702008,Including Artificial Intelligence and Machine Learning Features,Introduction to Mechatronics,/course/introduction-to-mechatronics/,4.368421
course,2720416,Learn Java threading programming using modern java techniques (Lambda's & Streams). Hands-on Step by Step approach,Master Java Multithreading Programming from Zero (Modern),/course/java-multi-threading-programming/,4.3333335
course,802268,A fast and easy guide to version control,Intro to Git,/course/intro-to-git/,4.4583335
course,20366,"Learn every step in iOS App Development with iOS app development tutorial, from creating to submitting to app store.",This Is How You Make iPhone Apps - iOS Development Course,/course/iosdevelopment/,4.65
course,917788,"Tips and key information that when applied, can make your life better as it did to me",Introduction to Self-Development: Apply a Working Plan,/course/introduction-to-self-development-apply-a-working-plan/,4.25
course,3143634,Be better with your phone!,"iPhone Camera Tips, Tricks and Settings",/course/iphone-camera-tips-tricks-and-settings/,4.4
course,5376660,An Introduction to the Fundamental Laws of Nature,"""Fundamentals of Physics: Unraveling the Laws of Nature""",/course/fundamentals-of-physics-unraveling-the-laws-of-nature/,0.0
course,1008066,Learn how to creat project documents and tempaltes,Project Management Templates Creation Course,/course/project-management-templates-creation-course/,4.2826085
course,5205718,Transform Your Body and Health with Science-Backed Strategies to Boost Your Metabolism,Unlocking the Power of Your Metabolism: Weight Loss & Health,/course/nutrition101/,4.375
course,5363318,Start your journey in Roblox scripting to create anything you imagine!,ROBLOX Studio 2023: Learn the scripting basics!,/course/roblox-studio-learn-the-scripting-basics/,4.547619
course,4263086,Demystifying OpenDNS,OpenDNS for Beginers,/course/opendns-for-beginers/,4.65
course,5480980,A Beginner's Guide to OpenGL Textures for Immersive 3D Graphics,Introduction to OpenGL - Part 4 - Textures,/course/introduction-to-opengl-textures/,5.0
course,4348544,Step by step practices for Blender and Three.js,Practices for Blender and Three.js,/course/practices-for-blender-and-threejs/,4.6
course,1519856,How to think differently and act differently,Reframing your life,/course/reframing-your-life/,4.357143
course,2912128,Cloud Data Warehouse in Azure Synapse Analytics Service  (formerly Azure SQL Data Warehouse),Azure SQL Data Warehouse Synapse Analytics - Module 1 (Free),/course/azure-sql-data-warehouse-synapse-analytics-free-version/,4.375
course,4492222,Introductory-Level French Course,French for Beginners,/course/french-for-beginners-a/,4.05
course,5230780,Master Better Sleep: Discover the Secrets to various ways to Sleep Better,How to Sleep Better: Proven Techniques for Treating Insomnia,/course/how-to-sleep-better-proven-techniques-for-treating-insomnia/,4.0
course,706044,Learn how to run profitable Google Ads campaigns from a pro who has managed millions in ad spend,Google Ads for Small Business: Secrets of an Agency Pro,/course/google-adwords-for-small-business-secrets-of-an-agency-pro/,4.15
course,682132,This course will equip you with basic knowledge of Cloud Technologies in use today,Fundamentals of Cloud Computing,/course/fundamentals-of-cloud-computing-by-cloudthat/,4.3846154
course,5416482,"Beginner friendly, Basic to Advanced Tally Prime. Maintain Accounts of Any Business with Confidence with GST & Payroll","Tally Prime Basic to Advance with GST, Payroll, TDS & more",/course/master-tally-prime-basic-to-advance/,4.5
course,2199924,Learn the complete React-Redux front end system.,"React with Redux, React-Router, Hooks and Auth0",/course/modern-react/,4.233333
course,1832390,"Learn From Top MATLAB Experts In The Field - MATLAB Basics, Data Visualization, Conditions, Loops and much more!",MATLAB Basics for Beginners - Learn from Top Experts,/course/matlab-basics-for-beginners-learn-from-top-experts/,4.375
course,1183666,Nutrition For Beginners. Healthy Life. Nutrition Coach. Fitness Training. Nutrition Tips. Weight Loss.  Nutrition Facts.,Health & Fitness: 30-Minute Guide to Supercharge Your Life,/course/health-fitness-30-minute-guide-to-supercharge-your-life/,4.8
course,3842926,An introduction to working with Power BI for everyone,Power BI for Beginners - Introduction - Zero to Dashboard,/course/power-bi-for-beginners-zero-to-dashboard/,4.0454545
course,3646829,How to Improve your English every time you study!,LEARN ENGLISH FAST: How to Make a Plan,/course/learn-english-faster-how-to-make-a-plan/,4.5
course,5217202,Masterclass to Live a More Fulfilling Life,The Power of Clarity: Unlock Motivation & Energy,/course/clarity-masterclass/,4.75
course,5228606,Spring boot using ChatGPT and Bing Chat for beginners,Spring boot using ChatGPT and Bing Chat,/course/spring-boot-using-chatgpt-and-bing-chat/,4.388889
course,1887520,A practical introduction to Microsoft Visio,Learn Visio Quickly!,/course/learn-visio-quickly/,4.3333335
course,666300,Practical Animation that Brings Logos to Life In 1 Hour or Less,How to Animate Logos for Companies & Brands,/course/living-logos-animation-simple-after-effects/,4.5416665
course,1292702,"If you hate Math, or think you can't do it, take this course!",Algebra Boot Camp - Master The Fundamentals of Algebra!,/course/algebra-boot-camp/,4.5
course,1715338,"Are you ready to pass your CCNP exams? Check your knowledge of the 300-101 ROUTE, 300-115 SWITCH & 300-135 TSHOOT Exams!",Cisco CCNP GNS3 Labs: Pass your CCNP exams with GNS3!,/course/cisco-ccnp-gns3-labs-pass-your-ccnp-exams-with-gns3/,4.4
course,5404988,Master the skills and ace your full stack job interview with a real full stack blog project,Full Stack Job Interview Mastery: Building a Real-World App,/course/full-stack-job-interview/,0.0
course,816868,cPanel Tutorial for WordPress: Discover How To Easily Use cPanel To Improve Your Website...Fast!,cPanel For WordPress: How To Use cPanel [Beginners] ,/course/how-to-use-cpanel-tutorial-wordpress/,3.95
course,5420114,"Understanding Events of Reproduction, and Significance of Sexual Reproduction of Angiosperms | Megasporogenesis |",Sexual Reproduction In flowering Plants : Detail Explanation,/course/sexual-reproduction-in-flowering-plants-detail-explanation/,5.0
course,5263450,"Cultivating Happiness, Resilience, and Well-being",Unlocking the Power of Positive Thinking,/course/unlocking-the-power-of-positive-thinking/,5.0
course,5379320,Learn how to connect LangChain to OpenAI to work with LLMs in Python through practical examples.,LangChain For Generative AI: Using OpenAI LLMs in Python,/course/langchain-for-developers-using-openai-llms-in-python/,4.475
course,3808824,"Know 7 Main Chakras, Energy Healing & Color Therapy, Introduction to Chakra system & Color Therapy",Chakras & Color Therapy Introductory Course!,/course/chakras-color-therapy-introductory-course/,4.5
course,2070153,Kubernetes hands on basics tutorial along with Docker,Kubernetes: Deploy Your First App in Kubernetes in 1 Hour,/course/kubernetes-docker/,4.1923075
course,4980066,"How to Set-Up an Online School and Learn all of the Essential Steps to Plan, Design and Sell Your Courses to the World","Thinkific - How to Plan, Design and Create an Online Course",/course/thinkific-how-to-create-an-online-course/,4.6
course,695836,Android app in Android studio. Learn Android app development now!,Mobile App Development in 27 Minutes: Android,/course/create-an-android-app-in-12-minutes-with-android-studio/,3.7727273
course,5401200,Unlock the Power of MiniZinc and Solve Complex Problems with Confidence,Introduction to MiniZinc - Constraint Programming Problems,/course/learn-minizinc-from-zero-to-hero/,4.5
course,1332354,"Learn the basis of JavaScript, including programming fundamentals you can use in Vue.js, React.js and Node.js",JavaScript Essentials 2020 Mini Course,/course/javascript-essentials-mini-course/,4.55
course,1240884,"Wing Chun Sil Lim Tao Kung Fu Lessons for Health, Meditation, Fitness and Self Defense - Wing Chung Self Defence Forms",Learn Wing Chun Sil Lim Tao At Home FREE! With David Wong,/course/wing-chun-form-level-1-siu-lim-tao-free/,4.85
course,4103280,Project Oriented Course about Microsoft Power Bi -----------------------------------------------------------------------,Microsoft Power BI Course for Beginners - Practical Course..,/course/microsoft-power-bi-course-for-beginners-practical-course/,4.237288
course,1580296,"20 Instagram Marketing Strategies to Grow a Page, Get Real Followers, Sell Online Using Instagram Marketing Sales Funnel",2020 Complete Instagram Marketing Masterclass: Become a Pro,/course/instagram-marketing-3-tip-get-real-instagram-followers-course-learn/,4.392857
course,5435084,Accelerate Your Development Workflow and Harness the Power of Next.js 13 - The Ultimate Course for Busy Developers,Master Next JS 13 - 2023 - For Busy Developers,/course/master-next-js-for-busy-developers/,4.5096154
course,4496060,Chess Defending: Chess grandmaster demystifies chess defending in a clear implementable way you can use in your chess,Chess: How to defend in Chess | A complete guide,/course/chess-how-to-defend-in-chess-a-complete-guide/,4.4
course,5451220,Hands-On AWS EC2 & VPC,AWS EC2 & VPC: A Beginner's Guide to Cloud Computing,/course/aws-ec2-vpc-a-beginners-guide-to-cloud-computing/,4.6666665
course,1166482,yoga for life,Learn Meditation - Theory & Practice,/course/learn-meditation-theory-practice/,4.142857
course,3075530,In 60 mins create an awesome HR analytics dashboard in POWER BI,Create a Dashboard in POWER BI in an Hour,/course/dashboardinanhour-powerbi/,4.5416665
course,3092990,"A quick overview of Moho, Animate, After Effects and Character Animator",Which Animation Software is Right For You?,/course/which-animation-software-is-right-for-you/,4.65
course,304606,Hit the ground running with Tableau Desktop - develop 10 core skills for one of the fastest growing job markets in IT!,Learn Tableau Desktop for Accurate Business Analysis,/course/tableau-desktop-10-core-skills-for-business-users/,4.361111
course,5266422,Revise all of the skills in the MO-210 exam in an hour.,MO-210: Microsoft Excel - Revision Guide,/course/mo-210-microsoft-excel-revision-guide/,4.7
course,1500918,Short (all levels) yoga routines that will stretch you out and reduce tension in ~5 minutes each,Yoga for Desk Workers & Students - SarahBethYoga,/course/deskyoga/,4.55
course,5192888,For Data Analysis and Data Visualization,Learn R Programming from Scratch,/course/learn-r-programming-from-scratch-g/,0.0
course,5456208,"Effective strategies, habits and tips",Sleep deprivation: Effective strategies and tips,/course/sleep-deprivation-effective-strategies-and-tips/,4.5
course,824044,"PI-101 In this 12-week course,  you will learn how to play 10 beautiful classical piano pieces for beginners.",PI-101 Top 10 Classical Piano Pieces for Beginners,/course/pi-101-piano/,4.1
course,666262,"Start teaching Udemy and self-hosted courses, with the latest techniques of a bestselling instructor. Udmy-unofficial",Online Course Crash Course: Win at Teaching Online Courses,/course/online-course-crash-course-win-at-teaching-online-courses/,4.7
course,1120244,Regular new content to help you pass your CCENT or CCNA exam.,"CCNA VLOGs: Pass your CCNA 200-125, ICND1 or ICND2 exam!",/course/ccna-vlogs-pass-your-ccna-200-125-icnd1-or-icnd2-exam/,4.1
course,5361738,Find secrets of numbers and colours,Occult Prediction technique: From Uno cards,/course/occult-prediction-technique-from-uno-cards/,4.0
course,5314642,"No Shortcuts, Just a Turbo-Charged Crash Course to Save Time and Quickly Launch Your Startup by Simplifying Complexity!",Create a Damn Good Business Plan and Pitch Deck and Start,/course/a-damn-good-business-plan-and-pitch-deck/,4.6666665
course,378094,"This is a course to get started with Network Fundamentals.  Come and learn, start from the very beginning",Cisco CCNA Network Fundamentals Final Chapters,/course/cisco-ccna-network-fundamentals-final/,4.7
course,3719140,Design a Website and Dashboard app from Scratch using Figma,Learn How to Design a Website in Figma,/course/learn-how-to-design-a-website-in-figma/,4.2826085
course,4496034,Chess strategy: Chess grandmaster demystifies chess strategy from chess opening to middlegame,CHESS: Opening to Middlegame Complete Guide,/course/chess-opening-to-middlegame-complete-guide/,4.0
course,648872,Udemy Course Creation - Answers to the top 12 questions new Udemy instructors ask & learn how to Teach Online on Udemy,Udemy Course Creation - Free Training - Unofficial,/course/unofficial-udemy-business-building-create-a-training-course-business/,4.5
course,1716010,The #1 FREE Chess Course For Beginners,Chess University's Intro To Chess Crash Course,/course/chess-university-intro-to-chess-crash-course/,4.714286
course,1884782,"Master handling Big Data, Analysis and presenting interactive DashBoards. Forecasting and",Fundamentals Data Analysis & Decision Making Models - Theory,/course/data-analysis-decision-making-model-dashboards-using-excel/,4.212766
course,4515238,Master Quantitative Methods with WSN CFA® Level 1 Crash Course | Cover ALL learning outcome (LOS) with video lectures!,CFA® Level 1 Quantitative Methods (2022) - Part 1,/course/cfa-level-1-2022-quantitative-methods-crash-course/,4.7083335
course,1978462,"Learn test driven development: make code testable, robust and maintainable. Bring unit testing skills to the next level.",Introduction to TDD in C#,/course/intro-tdd/,4.7
course,5120486,Learn to use Support Vector Machines for Regression from a Data Science expert. Code templates included.,Support Vector Machines for Regression: Machine Learning,/course/the-complete-support-vector-machines-course-in-python/,4.071429
course,5415064,Discover how to access your full energy potential so you can finally smash it at work and stay away from burning out.,The MIND YOUR ENERGY Course // Raise Your Energy Levels,/course/mind-your-energy/,4.75
course,5273548,"What is Reiki?? Where does it come from? How does it work? Can I try it?? In this free course, you'll experience Reiki",Intro to Reiki: What is Reiki Energy Healing?,/course/free-intro-to-reiki/,4.75
course,1608768,Learn the basics of unit testing with NUnit and C#.,Beginners Guide to Unit Testing with NUnit and C#,/course/unit-testing-intro/,4.7
course,2767992,Learn Basic English Conversation Phrases through Listening and Repeating after an American Native English Speaker!,English Speaking Course for Beginners,/course/freeenglishspeakingcourse/,4.392857
course,357100,"Learn basic animation, motion graphics and how to add special effects to video in After Effects.",Basic Animation In After Effects,/course/basic-animation-in-after-effects/,4.3095236
course,1404946,Learn how to create Smart Contracts and Interact with them through a Web3 User Interface!,Build and Deploy Your First Decentralized App with Etherem,/course/your-first-decentralized-app/,4.571429
course,4247690,Steps for building your social media marketing strategy so that you can achieve your brand and business goals,How To Build Your Social Media Marketing Strategy,/course/how-to-build-your-social-media-marketing-strategy/,4.393617
course,3578735,Practical Execution Of Building step by step and understanding of Architectural and Structural Drawings,Building construction Step by Step with Autocad Drawing,/course/construction-methodology-and-site-execution/,4.05
course,4766882,"Introduction into Digital Marketing, Social Media, & SEO. HQ Voice Over. Animated Explainers Making Learning Easy & Fun.",Complete Introduction into Digital Marketing for Beginners,/course/digital-marketing-2023/,4.2714286
course,5231802,Learn ChatGPT: the basics,Learn how to use ChatGPT to Make Money!,/course/learn-how-to-use-chatgpt-to-make-money/,3.9705882
course,678430,Dissolve every fear using Hypnotherapy,Hypnotherapy - What is Hypnosis? ,/course/hypnotherapy-what-is-hypnosis/,4.6
course,4016872,Learn how to successfully export your Autodesk Revit model to Industry Foundations Classes (IFC),Revit to IFC: An Export Guide,/course/revit-to-ifc-an-export-guide/,4.95
course,4270250,Learning to create and Develop a 2D flappy bird like Game on Android Using Unity and C#.,Create a Flappy Bird game on Android for Beginners/Unity& C#,/course/create-a-flappy-bird-game-on-android-for-beginners-unity-c-game-dev/,4.8125
course,5381666,"Here are 9 videos from a selection of my courses, they will give you some ideas of my projects, and teaching approach.",Tips and tricks from my courses (with sub-titles),/course/free-tips-and-tricks-from-my-courses-with-sub-titles/,5.0
course,4551994,Learn CI/CD pipeline concepts as well as DevOps and agile. Intro to Jenkins CI/CD pipeline Masterclass course.,FREE CI/CD Pipeline Course,/course/free-cicd-pipeline-devops/,4.1829267
course,5479788,Ways to Solve Angerness,Anger Mangement: Solutions,/course/anger-mangement-solutions/,4.25
course,498158,Data Structures Concepts & Singly Linked List Implementation,Data Structures Concepts & Singly Linked List Implementation,/course/data-structures-in-c/,4.2916665
course,1949170,Concepts of Oracle Database Architecture,Oracle Database Architecture,/course/oracle-database-architecture/,4.541322
course,4650012,Master Architecture &  Structural Design Drawing with concepts of Civil Engineering & Building Construction,Advance Architectural & Structural Design Drawing Reading,/course/advance-architectural-structural-design-drawing-reading/,4.5
course,4927336,"Start from ZERO and Learn, in Practice, the Fundamentals of Distributed Version Control Systems with Git and GitHub",Crash Course on Git & GitHub for Personal Projects,/course/crash-course-on-git-github-distributed-version-control/,4.605263
course,702506,A life changing course designed to give you the tools to get you healthy through growing and eating organic food.,Growing organic food on small plots - made easy,/course/organicgardeningtrainingcntr_organics4orphans/,4.75
course,4037390,Learn how to animate any sprite sheet and practice vanilla JavaScript at the same time.,JavaScript Game Development for Beginners: Sprite Animation,/course/javascript-game-development-for-beginners-sprite-animation/,4.8846154
course,3196716,"Learn how to build more secure software for the web, mobile, or cloud!",Introduction to Application Security (AppSec),/course/introduction-to-application-security-appsec/,4.642857
course,5019794,Learn Python-based flight test data analytics and visualization,Intro to Flight Test Data Analytics with Python,/course/intro-to-flight-test-data-analytics-with-python/,4.2083335
course,4871578,Learn more about the world of medical writing!,An Introduction to Medical Writing,/course/an-introduction-to-medical-writing/,4.0609756
course,703362,Animation for the rest of us!,Animatron University - Beginner Course,/course/animatron-university-beginner-course/,4.21875
course,467836,Improve your videos with pre-made After Effects templates. No previous skill required to spice up your videos today!,Adobe After Effects Templates for Beginners,/course/how-to-use-after-effects-templates/,4.9
course,1459342,Part of WSQ - Advanced certificate in Workplace Safety in Health,How to Facilitate Effective Communication and Engagement,/course/8-facilitate-effective-communication-and-engagement/,4.5
course,3986900,Scope and opportunities in power electronics,Why specialize in power electronics?,/course/why-specialize-in-power-electronics/,4.65
course,1206516,Prepare for the Static Routing exam topic in the CCNA 200-301 exam. Make sure you are ready to pass  your CCNA exam!,Static Routing: Cisco CCNA 200-301 exam preperation,/course/static-routing-cisco-ccna-and-ccent-exam-prep-icnd1icnd2/,4.9
course,2656618,"A look at your Sun, Moon and Ascendant in Astrology",Astrology - The Big 3,/course/the-big-3/,4.318182
course,1065272,Learn how to build your own embedded Linux for the Raspberry Pi and develop projects on it.,Raspberry Pi with embedded Linux made by Yocto,/course/raspberry-pi-with-embedded-linux-made-by-yocto/,4.4375
course,5429426,Create your own movies today,Video Editting in DaVinci Resolve,/course/video-davinci-resolve/,4.36
course,5198902,Achieving goals with the Method of Google & Warren Buffett - tricks & successful time management for your success 2023,OKR: Setting and Achieving Goals with Objective Key Results,/course/okr-goal-setting-and-achieving/,3.6666667
course,1438722,Get hired by developing the skill to design from ZERO to HERO,Web Design Bootcamp : Design like a PRO,/course/web-design-bootcamp-design-like-a-pro/,4.5416665
course,2079522,"Create a world-class candidate experience, master the art of the interview, and find the right people for your team.",Interview Training for Hiring Managers and Teams,/course/interview-training-for-hiring-managers-and-teams/,4.396761
course,4011344,"How to use HTML, CSS and vanilla JavaScript to create beautiful interactive animations for your website.",HTML Canvas Crash Course for Beginners,/course/html-canvas-crash-course-for-beginners/,4.75
course,5271320,Unlock the Secrets of Optimal Health: A Comprehensive Guide to Nutrient-Dense Foods and their Benefits,Superfoods: Unlocking Nature's Nutritional Powerhouses,/course/superfoods-unlocking-natures-nutritional-powerhouses/,4.857143
course,4717258,Challenge yourself to make Pilates a regular part of your life and reap the benefits,5 Day Pilates Challenge,/course/5-day-pilates-challenge/,4.85
course,5341196,Unlocking the Next Generation's Potential and Pioneering Prosperity in Business,The Entrepreneur's Path to Success for 18-24 Year Olds,/course/entrepreneurs-path-to-success/,4.071429
course,995660,Build a Shopify Dropshipping Store using Aliexpress and Advertise with Facebook!,Dropshipping with Aliexpress: Build and Launch your Store!,/course/work-from-home-with-dropshipping-with-aliexpress-passive-income/,4.15
course,4528810,The very basics of the most used crystals.,Beginners crystal guide. How to identify and use crystals.,/course/beginners-crystal-guide/,4.357143
course,932616,"Edit your videos, audios and compress the files for FREE",How to edit your Video and Audio for free,/course/how-to-edit-your-video-and-audio-for-free/,4.3333335
course,5144642,Data Analytics in Python is a course that focuses on how to use the Python programming language to analyze & visualize,Data Analytics in Python,/course/data-analytics-in-python/,4.2272725
course,381082,"This is the ""lite"" version of Security Awareness Campaigns and is meant to give you an idea of the full course.",Security Awareness Campaigns (Lite),/course/security-awareness-campaigns/,4.5454545
course,1564468,A Beginner's Guide to Authentic Knowledge on Blockchain Technology and its Applications in 2018.,The Complete Course On Understanding Blockchain Technology,/course/understanding-blockchain-technology/,4.3297873
course,732008,Learn the Techniques & Tricks to Self-Study English Online,How to Self-Study English Online,/course/how-to-self-study-english-online/,4.3636365
course,4673444,"FREE for Limited Time. Overcome Overwhelm, Gain Clarity, Prioritise, Kill Procrastination, Overcome Toxic Perfectionism",Accomplish More in Less Time: 50-minute Productivity Guide,/course/accomplish-more-in-less-time-50-minute-productivity-guide/,4.7083335
course,5040354,Learn the fundamentals of Microsoft Power BI as a business Intelligence tool,Power BI for Kids,/course/power-bi-for-kids/,4.595588
course,4395134,Python Level 0,Python with AI,/course/pythonwithai/,4.5454545
course,2042514,A Scientific Approach Behind Time Management - Time Management Has Never Been Easier - Time Management Mastery Course,Time Management Mastery Course - Enhanced Productivity,/course/time-management-mastery-course-enhanced-productivity/,4.25
course,4381940,Everything you need to know about Networks & Devices to prepare for your CompTIA Network+ Certification Exam,Complete Comptia Network + IT/ Networking Course,/course/complete-comptia-network-it-networking-course/,4.3653846
course,1245244,Learn how to build financial models and use financial ratios in Excel,Building Financial Statements in Excel,/course/guide-to-building-financial-statements/,4.318182
course,5440010,Basic design theory / Design work using Canva and Photopea / A workflow from scratch to ready-to-publish designs,Graphic Design Basics for Educators Using Free Software,/course/graphic-design-basics-for-educators/,4.5363636
course,1860662,"Learn How To Build A Successful Shopify Dropshipping Business, How To Find Winning Products And Get Your First Sale",SHOPIFY FULL MASTERCLASS 2.0 - REVEALING EVERYTHING,/course/shopify-full-masterclass-2022-im-crazy-for-revealing-this/,4.5
course,483924,"Radiate Confidence Passion Self Esteem and Passion: Confidence, Passion, Self Esteem are keys to your success in life!","How To Gain More Confidence, Self Esteem and Passion in Life",/course/awaken-the-untapped-potential-of-the-mind/,4.571429
course,1593390,Learn the basics of After Effects in this complete beginner's course!  Learn After Effects in under 1 Hour!,After Effects CC for Beginners - The Basics of After Effects,/course/aftereffectsbasics/,3.9545455
course,3280446,"Cisco Modeling Labs (CML 2) virtualizes Cisco IOS networks and helps prepare for your CCNA, CCNP  or DevNet exams!",Getting Started with Cisco Modeling Labs (CML 2 / VIRL 2),/course/cisco-model-labs/,4.5
course,1670882,Marker Removal in Nuke,Paint and Roto for Feature Film VFX 01,/course/paint-and-roto-for-feature-film-vfx/,4.8
course,2790650,Removing the hurdles in Scraping,Python Scrapy : For Beginners,/course/python-scrapy-for-beginners/,4.1
course,2854534,"Data Warehouse basic concepts like architecture, dimensional modeling, fact vs dimension table, star vs snowflake schema",Data Warehouse basics for absolute beginners  in 30 mins,/course/data-warehouse-for-absolute-beginners/,4.5571427
course,5335668,Become a Fiverr Pro and Launch your Freelancing Business in just 3 months,Master Fiverr in just 3 months,/course/the-blueprint-to-master-fiverr-in-3-months/,4.5
course,5458570,"Make an MP4 Video Editing Software in HTML, CSS and pure JavaScript",Learn How to Make Video Editor in 45 Minutes,/course/how-to-make-a-video-editing-software/,0.0
course,5143514,ANSYS Meshing software,ANSYS Meshing Training Course for Advanced Users,/course/ansys-meshing-for-advanced-levels/,4.25
course,270454,"Logo Design! Not just the basics, it's the fundamentals.  Lauren guides you in building and preparing a branded logo.",Logo Design Fundamentals ,/course/logo-design-fundamentals/,3.442857
course,664052,Set up environment and developer tools for enrolling in the Stairway to Scala training,Escalate Scala Training - Setup Instructions,/course/stairway-to-scala-setup-instructions/,4.55
course,1565366,Get Rid of Low Back Pain & Sciatica in Only 3 Weeks,Low Back Pain Relief Secrets,/course/low-back-pain-relief-secrets/,4.8
course,1939642,Discover how to automate social media for your business. Free social media management tools for novice to professionals!,How To Automate Your Business Social Media!,/course/how-to-automate-your-social-media/,4.2708335
course,5018908,The only courses you would need in 2023,Canva For Beginners Course 2023,/course/canva-for-beginners-course-2023/,4.1973686
course,5313958,"Python Fundamentals, Prompt Engineering, ChatGPT, Programming fundamentals, Basic programming, Getting started, Bard",Getting started with Python using ChatGPT,/course/learn-python-using-prompt-engineering-chatgpt-diy-style/,4.5277777
course,5454908,Learn modeling to texturing in Blender for Beginners to better blender users,Blender practice by creating a stylized Radio,/course/blender-practice-by-creating-a-stylized-radio/,4.5
course,4634184,"Eat, Heal, Exercise",Foraging for Edible & Medicinal Plants,/course/foraging-for-edible-medicinal-plants/,4.464286
course,1158572,Go from zero to hero with this free Angular 4 course!,Learn Angular 4 from Scratch,/course/learn-angular-from-scratch/,4.2916665
course,3953174,Out-of-the-box customization of Entities in Dynamics 365 CRM/ Customer Engagement.,Customizing Entities in Microsoft Dynamics 365 CRM,/course/customizing-entities-microsoft-dynamics-365-crm-online-training-course/,4.45
course,1689760,Learn By Doing Projects In Photoshop & Illustrator. Packaging & Logo Design. Font Psychology & Composition Theory.,Graphic Design Workshop For Beginners. Free Design Elements.,/course/a-theoretical-practical-approach-to-learn-graphic-design/,4.605263
course,5272428,Expertly crafted course for Technical and Non-Technical audience Introducing GenerativeAI Text2Image Stable Diffusion,Introduction to Stable Diffusion for Developers & Designers,/course/introduction-to-stable-diffusion/,4.8
course,5165680,"Learn To Trade The FOREX Market with Master Traders themselves inc. Market Analysis, Indicators, Strategies + much more",A Complete Guide to Forex Trading - become financially free,/course/a-complete-guide-to-forex-trading-become-financially-free/,0.0
course,1334008,Learn to create a Camera for your Top Down Games,Unity 3D - Create a Top Down Camera with Editor Tools,/course/unity-2017-create-a-top-down-camera-with-editor-tools/,4.25
course,776466,Course 1of 2 - LEARN & EARN - Selenium Webdriver with Java essentials for Complete Beginners,Selenium Webdriver Automate 10 commercial Sites - Basics C1,/course/selenium-webdriver-learn-by-automating-10-commercial-sites/,4.65
course,678150,Learn to install and use Laravel Homestead,Laravel Homestead,/course/laravel-homestead/,4.8
course,5465850,"From Basic Finances To Business Valuation, From Fund Raising To Harvesting, Learn All You Need As An Entrepreneur To Tak",Entrepreneurial Finance Basics For Every Entrepreneur,/course/entrepreneurial-finance-basics-for-every-entrepreneur/,4.5
course,5373226,"Angular Deep Dive: Directives, HttpClient, Dependency Injection & Error Handling",ANGULAR - BEYOND FUNDAMENTALS - PART III,/course/angular-beyond-fundamentals-part-iii/,4.607143
course,4582016,Learn the basic arithmetic operations on vectors,Introduction to Linear Algebra: Vectors,/course/introduction-to-linear-algebra-vectors/,4.6
course,4410128,Begin your data analysis journey with Python by mastering the fundamentals of the pandas library,Master Data Analysis with Python - Intro to Pandas,/course/master-data-analysis-with-python-intro-to-pandas-2022/,4.714286
course,1201054,Create Todo list app with pagination,Build CRUD Application - PHP & Mysql,/course/build-crud-application-php-mysql/,4.1
